"name","Class","Description"
"YML055W","F","SPC2 signal peptidase 18 KD subunit"
"YMR138W","D","CIN4 GTP-binding protein"
"YNL117W","M","MLS1 malate synthase 1"
"YHR172W","D","SPC97 spindle pole body component"
"YLR216C","F","CPR6 member of the cyclophilin family"
"YJL095W","C","BCK1 ser/thr protein kinase of the MEKK family"
"YJR010C-A","F","SPC1 signal peptidase 10.8 kDa subunit"
"YER125W","F","RSP5 hect domain E3 ubiquitin-protein ligase"
"YLR111W","U","YLR111w hypothetical protein"
"YBL079W","O","NUP170 nuclear pore protein"
"YOR182C","P","RPS30B ribosomal protein S30"
"YDR424C","O","DYN2 dynein light chain 1, cytosolic"
"YCL027W","C","FUS1 cell fusion protein"
"YEL003W","F","GIM4 Gim complex component"
"YER167W","U","BCK2 suppressor of mutations in protein kinase C pathway components"
"YML104C","D","MDM1 intermediate filament protein"
"YOR033C","D","EXO1 exonuclease which interacts with MSH2P"
"YGR082W","O","TOM20 mitochondrial outer membrane import receptor subunit, 20 kD"
"YBR202W","D","CDC47 cell division control protein"
"YOL100W","U","PKH2 similarity to ser/thr protein kinases"
"YMR200W","D","ROT1 mutant suppresses TOR2 mutation"
"YKL079W","O","SMY1 kinesin-related protein"
"YPL242C","D","IQG1 involved in cytokinesis, has similarity to mammalian IQGAP proteins"
"YNR027W","M","BUD17 similarity to human pyridoxal kinase"
"YLR210W","D","CLB4 cyclin, G2/M-specific"
"YJR060W","D","CBF1 kinetochore protein"
"YGR006W","T","PRP18 U5 snRNA-associated protein"
"YBR050C","M","REG2 regulatory subunit of type I protein phosphatase"
"YOR254C","O","SEC63 ER protein-translocation complex subunit"
"YDR389W","F","SAC7 suppressor of actin mutation"
"YHL007C","A","STE20 ser/thr protein kinase of the pheromone pathway"
"YDR310C","B","SUM1 suppressor of SIR mutations"
"YBL062W","U","YBL062w questionable ORF"
"YNL322C","M","KRE1 cell wall protein"
"YDL028C","D","MPS1 serine/threonine/tyrosine protein kinase"
"YLL043W","A","FPS1 glycerol channel protein"
"YCL061C","U","MRC1 similarity to URK1"
"YLR085C",NA,NA
"YML115C","F","VAN1 vanadate resistance protein"
"YGR208W","G","SER2 phosphoserine phosphatase"
"YBR034C","F","HMT1 hnRNP arginine N-methyltransferase"
"YDR392W","B","SPT3 general transcriptional adaptor or co-activator"
"YKL049C","D","CSE4 component of the core centromere"
"YOR349W","D","CIN1 chromosome segregation protein"
"YOR265W","D","RBL2 beta-tubulin binding protein"
"YHR101C","M","BIG1 big cells phenotype"
"YNL070W","O","TOM7 mitochondrial outer membrane import receptor subunit, 7 kD"
"YGR092W","D","DBF2 ser/thr protein kinase related to DBF20P"
"YDR192C","O","NUP42 nuclear pore protein"
"YJL213W","U","YJL213w similarity to Methanobacterium aryldialkylphosphatase related protein"
"YJL034W","F","KAR2 nuclear fusion protein"
"YOR208W","R","PTP2 protein-tyrosine-phosphatase"
"YDR156W","T","RPA14 DNA-directed RNA polymerase I, A14 subunit"
"YER114C","C","BOI2 budding protein"
"YMR149W","F","SWP1 oligosaccharyltransferase delta subunit"
"YPL065W","O","VPS28 involved in vacuolar traffic"
"YLR206W","O","ENT2 clathrin binding protein, required for endocytosis"
"YJL035C","T","TAD2 tRNA-specific adenosine deaminase 2"
"YJR118C","U","ILM1 weak similarity to Helicobacter pylori UreD protein"
"YIR006C","F","PAN1 actin-cytoskeleton assembly protein"
"YOR194C","T","TOA1 TFIIA subunit (transcription initiation factor), 32 kD"
"YER165W","P","PAB1 mRNA polyadenylate-binding protein"
"YPL018W","D","CTF19 involved in chromosome segregation"
"YJL194W","D","CDC6 cell division control protein"
"YKR010C","U","TOF2 topoisomerase I interacting factor 2"
"YEL031W","A","SPF1 P-type ATPase"
"YLR103C","D","CDC45 required for minichromosome maintenance and initiation of chromosomal DNA replication"
"YFL037W","D","TUB2 beta-tubulin"
"YHR118C","D","ORC6 origin recognition complex, 50 KD subunit"
"YFL005W","O","SEC4 GTP-binding protein of the ras superfamily"
"YBL105C","C","PKC1 ser/thr protein kinase"
"YKL205W","T","LOS1 pre-tRNA splicing protein"
"YDR364C","D","CDC40 cell division control protein"
"YOR103C","F","OST2 oligosaccharyltransferase epsilon subunit"
"YGL206C","O","CHC1 clathrin heavy chain"
"YPR141C","C","KAR3 kinesin-related protein"
"YKL073W","F","LHS1 chaperone of the ER lumen"
"YGL216W","O","KIP3 kinesin-related protein required for nuclear migration"
"YKL074C","T","MUD2 pre-mRNA splicing factor"
"YGL217C","U","YGL217c questionable ORF"
"YMR302C","T","PRP12 involved in early maturation of pre-rRNA"
"YCL029C","D","BIK1 nuclear fusion protein"
"YOR098C","O","NUP1 nuclear pore protein"
"YJL183W","F","MNN11 related to MNN10P, and in a complex containing other MNN gene products"
"YFL029C","D","CAK1 cdk-activating protein kinase"
"YGR271W","R","SLH1 strong similarity to S.pombe RNA helicase"
"YMR246W","M","FAA4 long-chain-fatty-acid--CoA ligase"
"YGR252W","B","GCN5 histone acetyltransferase"
"YDL063C","U","YDL063c weak similarity to human estrogen-responsive finger protein"
"YFR028C","D","CDC14 dual specificity phosphatase"
"YDL101C","C","DUN1 protein kinase"
"YLL002W","U","REM50 drug resistance"
"YDR129C","O","SAC6 actin filament bundling protein, fimbrin"
"YGL003C","F","CDH1 substrate-specific activator of APC-dependent proteolysis"
"YOL115W","D","TRF4 topoisomerase I-related protein"
"YDR080W","F","VPS41 required for the vacuolar assembly"
"YKR054C","O","DYN1 dynein heavy chain, cytosolic"
"YMR190C","D","SGS1 DNA helicase"
"YLR234W","D","TOP3 DNA topoisomerase III"
"YDR054C","F","CDC34 E2 ubiquitin-conjugating enzyme"
"YPL240C","C","HSP82 heat shock protein"
"YDR320C","O","SWA2 clathrin-binding protein required for normal clathrin function and for uncoating of clathrin-coated vesicles"
"YDL229W","P","SSB1 heat shock protein of HSP70 family"
"YPL152W","U","RRD2 strong similarity to human phosphotyrosyl phosphatase activator"
"YPL218W","O","SAR1 GTP-binding protein of the ARF family"
"YER105C","O","NUP157 nuclear pore protein"
"YDL049C","M","KNH1 functional homolog of KRE9"
"YDR212W","F","TCP1 component of chaperonin-containing T-complex"
"YCR048W","M","ARE1 acyl-CoA sterol acyltransferase"
"YAL009W","D","SPO7 meiotic protein"
"YNL298W","C","CLA4 ser/thr protein kinase"
"YCR088W","C","ABP1 actin-binding protein"
"YGR009C","O","SEC9 protein transport protein"
"YJR040W","A","GEF1 voltage-gated chloride channel protein"
"YHR142W","O","CHS7 control of protein export from the ER (like chitin synthase III)"
"YPL241C","D","CIN2 involved in chromosome segregation"
"YJL002C","F","OST1 oligosaccharyltransferase, alpha subunit"
"YOR109W","M","INP53 phosphatidylinositol phosphate phosphatase"
"YJL054W","O","TIM54 translocase for the insertion of proteins into the mitochondrial inner membrane"
"YMR104C","D","YPK2 ser/thr protein kinase"
"YBR082C","F","UBC4 E2 ubiquitin-conjugating enzyme"
"YBR188C","T","NTC20 splicing factor"
"YDL020C","F","RPN4 26S proteasome subunit"
"YNL233W","C","BNI4 bud neck involved"
"YNR019W","M","ARE2 acyl-CoA sterol acyltransferase"
"YMR109W","C","MYO5 myosin I"
"YER173W","D","RAD24 cell cycle checkpoint protein"
"YBR288C","O","APM3 AP-3 complex subunit, mu3 subunit, 55 KD"
"YEL061C","O","CIN8 kinesin-related protein"
"YGL085W","U","YGL085w weak similarity to Staphylococcus aureus nuclease (SNase)"
"YMR198W","D","CIK1 spindle pole body associated protein"
"YPL269W","D","KAR9 cortical protein required for cytoplasmic microtubule orientation and nuclear migration"
"YFL039C","C","ACT1 actin"
"YCR038C","C","BUD5 GDP/GTP exchange factor for RSR1P/Bud1p"
"YOR290C","B","SNF2 component of SWI/SNF global transcription activator complex"
"YGL244W","T","RTF1 regulates DNA binding properties of TBP"
"YLR071C","T","RGR1 DNA-directed RNA polymerase II holoenzyme subunit"
"YNL119W","P","YNL119w weak similarity to M.jannaschii hypothetical protein MJ1257"
"YNL064C","O","YDJ1 mitochondrial and ER import protein"
"YLR139C","T","SLS1 suppresses lethality of SSM4 deletion"
"YDR138W","D","HPR1 hyperrecombination protein related to TOP1P"
"YML097C","O","VPS9 vacuolar sorting protein"
"YPL194W","D","DDC1 DNA damage checkpoint protein"
"YDR245W","F","MNN10 subunit of mannosyltransferase complex"
"YMR106C","D","YKU80 component of DNA end-joining repair pathway"
"YKL068W","O","NUP100 nuclear pore protein"
"YHR158C","C","KEL1 involved in cell fusion and morphology"
"YAL020C",NA,NA
"YDR323C","O","PEP7 vacuolar segregation protein"
"YOR085W","F","OST3 oligosaccharyltransferase gamma subunit"
"YDL102W","D","CDC2 DNA-directed DNA polymerase delta, catalytic 125 KD subunit"
"YDR254W","D","CHL4 chromosome segregation protein"
"YOR122C","C","PFY1 profilin"
"YGR229C","M","SMI1 beta-1,3-glucan synthesis protein"
"YGR140W","D","CBF2 kinetochore protein complex CBF3, 110 KD subunit"
"YKL048C","D","ELM1 ser/thr-specific protein kinase"
"YPR159W","M","KRE6 glucan synthase subunit"
"YFR019W","C","FAB1 phosphatidylinositol 3-phosphate 5-kinase"
"YKL113C","D","RAD27 ssDNA endonuclease and 5'-3'exonuclease"
"YJL090C","D","DPB11 involved in DNA replication and S-phase checkpoint"
"YOR188W","C","MSB1 morphogenesis-related protein"
"YML124C","D","TUB3 alpha-3 tubulin"
"YNL079C","C","TPM1 tropomyosin 1"
"YGL116W","D","CDC20 cell division control protein"
"YGL124C","U","MON1 similarity to S.pombe hypothetical protein"
"YER007W","D","PAC2 involved in the stabilization of microtubles"
"YER083C","U","YER083c hypothetical protein"
"YER149C","C","PEA2 involved in oriented growth toward mating partner"
"YER107C","O","GLE2 required for nuclear pore complex structure and function"
"YHL027W","B","RIM101 meiotic regulatory protein"
"YPR135W","D","CTF4 DNA-directed DNA polymerase alpha-binding protein"
"YMR307W","C","GAS1 glycophospholipid-anchored surface glycoprotein"
"YGR078C","F","PAC10 GIM4 - Gim complex component"
"YJR075W","C","HOC1 suppressor of PKC1"
"YGL073W","B","HSF1 heat shock transcription factor"
"YGL240W","D","DOC1 component of the anaphase promoting complex"
"YBL103C","B","RTG3 bHLH/zip transcription factor that regulates CIT2 gene expression"
"YNL250W","D","RAD50 DNA repair protein"
"YNL271C","C","BNI1 regulator of budding"
"YDR059C","F","UBC5 E2 ubiquitin-conjugating enzyme"
"YEL029C","U","BUD16 similarity to hypothetical protein YNR027w"
"YKR086W","T","PRP16 RNA-dependent ATPase"
"YNL126W","D","SPC98 spindle pole body component"
"YOR045W","O","TOM6 mitochondrial outer membrane import receptor subunit, 6 kD"
"YMR081C","M","ISF1 involved in suppression of mitochondrial splicing defect"
"YAL040C","D","CLN3 cyclin, G1/S-specific"
"YAL030W","O","SNC1 synaptic vesicle-associated membrane protein"
"YLR189C","M","UGT51 sterol glucosyltransferase (UDP-glucose:sterol glucosyltransferase)"
"YDR162C","F","NBP2 NAP1P-binding protein"
"YBR289W","B","SNF5 component of SWI/SNF transcription activator complex"
"YCR034W","M","FEN1 fatty acid elongase required for sphingolipid formation"
"YNR038W","T","DBP6 RNA helicase required for 60S ribosomal subunit assembly"
"YNL272C","O","SEC2 protein transport protein"
"YBR234C","C","ARC40 ARP2/3 protein complex subunit, 40 kilodalton"
"YPR072W","B","NOT5 component of the NOT protein complex"
"YJL148W","T","RPA34 nonessential component of RNA-polI"
"YNL116W","U","YNL116w weak similarity to RING zinc finger protein from Gallus gallus"
"YIL002C","M","INP51 phosphatidylinositol phosphate 5-phosphatase"
"YLR305C","C","STT4 phosphatidylinositol-4-kinase"
"YIR033W","D","MGA2 may be involved in the remodeling chromatin structure"
"YHR103W","C","SBE22 golgi protein involved in yeast cell wall formation"
"YHR031C","D","RRM3 DNA helicase involved in rDNA replication and Ty1 transposition"
"YIR008C","D","PRI1 DNA-directed DNA polymerase alpha 48kDa subunit (DNA primase)"
"YGL251C","T","HFM1 DNA/RNA helicase"
"YGR080W","C","TWF1 twinfilin, an actin monomer sequestering protein"
"YMR129W","O","POM152 nuclear pore membrane glycoprotein"
"YML103C","O","NUP188 nuclear pore protein"
"YBL051C","U","PIN4 similarity to S.pombe Z66568_C protein"
"YJL099W","M","CHS6 chitin biosynthesis protein"
"YNL153C","F","GIM3 Gim complex component"
"YJL020C","U","BBC1 similarity to S.pombe hypothetical protein SPAC23A1.16"
"YNL121C","A","TOM70 mitochondrial outer membrane  specialized import receptor"
"YKL135C","O","APL2 AP-1 complex subunit, beta1-adaptin, 82 KD"
"YPR025C","T","CCL1 TFIIH subunit (transcription initiation factor), cyclin C component"
"YDR477W","C","SNF1 carbon catabolite derepressing ser/thr protein kinase"
"YDR098C","R","GRX3 member of the subfamily of yeast glutaredoxins (Grx3, GRX4, and Grx5)"
"YNL110C","U","YNL110c weak similarity to fruit fly RNA-binding protein"
"YOR358W","B","HAP5 CCAAT-binding factor subunit"
"YKR028W","D","SAP190 SIT4P-associated protein"
"YGL044C","T","RNA15 component of pre-mRNA 3'-end processing factor CF I"
"YJL069C","U","YJL069c similarity to C.elegans hypothetical protein"
"YPR055W","O","SEC8 protein transport protein"
"YLR009W","P","YLR009w similarity to ribosomal protein L24.e.B"
"YDL155W","D","CLB3 cyclin, G2/M-specific"
"YGR250C","U","YGR250c weak similarity to human cleavage stimulation factor 64K chain"
"YOR157C","F","PUP1 20S proteasome subunit (beta2)"
"YOL061W","G","PRS5 ribose-phosphate pyrophosphokinases"
"YDR469W","U","SDC1 weak similarity to D. melanogaster hypothetical protein"
"YDR490C","U","PKH1 ser/thr protein kinases"
"YDR020C","M","YDR020c weak similarity to uridine kinases and phosphoribulokinases"
"YNL032W","U","SIW14 similarity to YNL099c, YNL056w and YDR067c"
"YGL105W","T","ARC1 protein with specific affinity for G4 quadruplex nucleic acids"
"YOL082W","U","CVT19 similarity to YOL083w"
"YGR193C","E","PDX1 pyruvate dehydrogenase complex protein X"
"YMR236W","T","TAF17 TFIID and SAGA subunit"
"YDR022C","D","CIS1 involved in suppression of CIK1 mutation"
"YPL235W","D","RVB2 RUVB-like protein"
"YER070W","M","RNR1 ribonucleoside-diphosphate reductase, large subunit"
"YKR048C","F","NAP1 nucleosome assembly protein I"
"YLR192C","P","HCR1 component of translation initiation factor eIF3, has similarity to human eIF3 p35 subunit"
"YPL031C","D","PHO85 cyclin-dependent protein kinase"
"YKL189W","C","HYM1 similarity to mouse hypothetical calcium-binding protein and D.melanogaster Mo25 gene"
"YDR176W","B","NGG1 general transcriptional adaptor or co-activator"
"YEL051W","A","VMA8 H+-ATPsynthase V1 domain 32 KD subunit, vacuolar"
"YEL053C","E","MAK10 glucose-repressible protein"
"YPL003W","F","ULA1 involved in protein modification"
"YBR170C","F","NPL4 nuclear protein localization factor and ER translocation component"
"YGR196C","U","FYV8 weak similarity to Tetrahymena acidic repetitive protein ARP1"
"YOL140W","G","ARG8 acetylornithine aminotransferase"
"YPR160W","E","GPH1 glycogen phosphorylase"
"YDR238C","O","SEC26 coatomer complex beta chain of secretory pathway vesicles"
"YHL002W","C","YHL002w weak similarity to mammalian signal transducing adaptor"
"YOR353C","U","YOR353c weak similarity to adenylate cyclases"
"YPL237W","P","SUI3 translation initiation factor eIF2 beta subunit"
"YNL169C","M","PSD1 phosphatidylserine decarboxylase 1"
"YDR152W","U","YDR152w weak similarity to C.elegans hypothetical protein CET26E3"
"YBR247C","F","ENP1 effects N-glycosylation"
"YFL008W","D","SMC1 chromosome segregation protein"
"YCR052W","D","RSC6 subunit of the RSC complex"
"YEL034W","P","HYP2 translation initiation factor eIF5A.1"
"YBR245C","B","ISW1 strong similarity to D.melanogaster iswi protein"
"YJL061W","O","NUP82 nuclear pore protein"
"YJR016C","G","ILV3 dihydroxy-acid dehydratase"
"YDR432W","O","NPL3 nucleolar protein"
"YGL106W","D","MLC1 MYO2P light chain"
"YCR002C","D","CDC10 cell division control protein"
"YGR061C","M","ADE6 5'-phosphoribosylformyl glycinamidine synthetase"
"YDR343C","A","HXT6 high-affinity hexose transporter"
"YPR119W","C","CLB2 cyclin, G2/M-specific"
"YPR018W","D","RLF2 chromatin assembly complex, subunit p90"
"YGL233W","O","SEC15 vesicular traffic control protein"
"YGR128C","U","YGR128c hypothetical protein"
"YGL174W","U","BUD13 weak similarity to C.elegans hypothetical protein R08D7.1"
"YDR075W","C","PPH3 protein ser/thr phosphatase"
"YNR052C","B","POP2 required for glucose derepression"
"YCL054W","P","SPB1 required for ribosome synthesis, putative methylase"
"YLR276C","U","DBP9 similarity to YDL031w, MAK5P and RNA helicases"
"YDL137W","O","ARF2 GTP-binding protein of the ARF family"
"YNR046W","U","YNR046w strong similarity to S.pombe hypothetical protein SPAC31A2.02"
"YML065W","D","ORC1 origin recognition complex, 104 KD subunit"
"YER136W","O","GDI1 GDP dissociation inhibitor"
"YDR099W","C","BMH2 suppressor of clathrin deficiency"
"YDR175C","P","RSM24 component of the mitochondrial ribosomal small subunit"
"YCL028W","U","RNQ1 prion, epigenetic modifier of protein function"
"YDL124W","M","YDL124w similarity to aldose reductases"
"YHR020W","P","YHR020w strong similarity to human glutamyl-prolyl-tRNA synthetase and fruit fly multifunctional aminoacyl-tRNA synthetase"
"YML088W","F","UFO1 involved in degradation of HO protein"
"YNL248C","T","RPA49 DNA-directed RNA polymerase A (I) chain, 46 kDa"
"YLR270W","U","YLR270w strong similarity to YOR173w"
"YHR099W","B","TRA1 component of the Ada-Spt transcriptional regulatory complex"
"YFL009W","D","CDC4 cell division control protein"
"YGL100W","O","SEH1 nuclear pore protein"
"YKR024C","T","DBP7 RNA helicase required for 60S ribosomal subunit assembly"
"YOL117W","U","YOL117w weak similarity to human sodium channel alpha chain HBA"
"YMR226C","U","YMR226c similarity to ketoreductases"
"YDL066W","E","IDP1 isocitrate dehydrogenase (NADP+), mitochondrial"
"YOR217W","D","RFC1 DNA replication factor C, 95 KD subunit"
"YDR028C","M","REG1 regulatory subunit for protein phosphatase GLC7P"
"YDR422C","M","SIP1 multicopy suppressor of SNF1"
"YLL022C","U","HIF1 HAT1 Interacting Factor 1"
"YLL010C","F","PSR1 plasma membrane phosphatase involved in sodium stress response"
"YDL092W","F","SRP14 signal recognition particle subunit"
"YHR098C","U","SFB3 similarity to human hypothetical protein"
"YKL081W","P","TEF4 translation elongation factor eEF1, gamma chain"
"YLR074C","U","BUD20 weak similarity to human zinc finger protein"
"YDR097C","D","MSH6 DNA mismatch repair protein"
"YLR275W","T","SMD2 U1 snRNP protein of the Sm class"
"YDL213C","U","FYV14 weak similarity to potato small nuclear ribonucleoprotein U2B and human splicing factor homolog"
"YDR082W","D","STN1 involved in telomere length regulation"
"YML063W","P","RPS1B ribosomal protein S3a.e"
"YIL034C","C","CAP2 F-actin capping protein, beta subunit"
"YHR135C","C","YCK1 casein kinase I isoform"
"YAR007C","D","RFA1 DNA replication factor A, 69 KD subunit"
"YMR218C","O","TRS130 TRAPP subunit of 130 kDa involved in targeting and fusion of ER to golgi transport vesicles"
"YFR015C","E","GSY1 UDP glucose--starch glucosyltransferase, isoform 1"
"YDR170C","O","SEC7 component of non-clathrin vesicle coat"
"YJR132W","M","NMD5 NAM7P interacting protein"
"YML077W","O","BET5 involved in targeting and fusion of ER to golgi transport vesicles"
"YOL093W","U","YOL093w similarity to C.elegans hypothetical protein F25H8.1"
"YBR249C","G","ARO4 2-dehydro-3-deoxyphosphoheptonate aldolase, tyrosine-inhibited"
"YCR030C","U","YCR030c weak similarity to S.pombe hypothetical protein SPBC4C3.06"
"YMR091C","F","NPL6 nuclear protein localization factor"
"YOL078W","U","YOL078w similarity to stress activated MAP kinase interacting protein S. pombe"
"YLR044C","E","PDC1 pyruvate decarboxylase, isozyme 1"
"YGR253C","F","PUP2 20S proteasome subunit(alpha5)"
"YJR074W","O","MOG1 GSP1-interacting protein"
"YHR064C","R","PDR13 regulator protein involved in pleiotropic drug resistance"
"YJR064W","F","CCT5 T-complex protein 1, epsilon subunit"
"YKL028W","T","TFA1 TFIIE subunit (transcription initiation factor), 66 kD"
"YBR175W","U","SWD3 similarity to S.pombe beta-transducin"
"YLR321C","B","SFH1 subunit of the RSC complex"
"YBR225W","U","YBR225w hypothetical protein"
"YOR158W","P","PET123 ribosomal protein, mitochondrial"
"YDR405W","P","MRP20 ribosomal protein of the large subunit, mitochondrial"
"YDL153C","B","SAS10 involved in silencing"
"YGR075C","T","PRP38 pre-mRNA splicing factor"
"YBR299W","M","MAL32 alpha-glucosidase"
"YEL037C","D","RAD23 nucleotide excision repair protein (ubiquitin-like protein)"
"YFL007W","U","BLM3 weak similarity to Mms19p"
"YDR361C","U","BCP1 similarity to hypothetical protein S. pombe"
"YNL172W","D","APC1 subunit of anaphase-promoting complex (cyclosome)"
"YLR262C","O","YPT6 GTP-binding protein of the rab family"
"YML112W","T","CTK3 carboxy-terminal domain (CTD) kinase, gamma subunit"
"YJR006W","D","HYS2 DNA-directed DNA polymerase delta, 55 KD subunit"
"YDL002C","U","NHP10 Non-histone protein"
"YHR019C","P","DED81 asparaginyl-tRNA-synthetase"
"YGL060W","U","YGL060w strong similarity to hypothetical protein YBR216c"
"YKL082C","U","YKL082c weak similarity to C.elegans hypothetical protein"
"YNL242W","D","APG2 required for sporulation"
"YLR337C","C","VRP1 verprolin"
"YPR112C","U","MRD1 similarity to RNA-binding proteins"
"YMR096W","D","SNZ1 stationary phase protein"
"YNL210W","D","MER1 meiotic recombination protein"
"YJR144W","D","MGM101 mitochondrial genome maintenance protein"
"YDL090C","F","RAM1 protein farnesyltransferase, beta subunit"
"YAL036C","U","FUN11 strong similarity to GTP-binding proteins"
"YGL158W","D","RCK1 ser/thr protein kinase"
"YGR233C","M","PHO81 cyclin-dependent kinase inhibitor"
"YDL095W","F","PMT1 mannosyltransferase"
"YLR384C","U","IKI3 confers sensitivity to killer toxin"
"YFL042C","U","YFL042c similarity to hypothetical protein YLR072w"
"YBR098W","D","MMS4 putative transcriptional (co)activator for DNA damage"
"YDR227W","C","SIR4 silencing regulatory and DNA-repair protein"
"YJL024C","O","APS3 AP-3 complex subunit, sigma3 subunit, 22 KD"
"YBR091C","F","MRS5 subunit of the TIM22-complex"
"YOR227W","U","YOR227w similarity to microtubule-interacting protein MHP1P"
"YDR179C","U","YDR179c weak similarity to hypothetical protein D. melanogaster"
"YGR154C","U","YGR154c strong similarity to hypothetical proteins YKR076w and YMR251w"
"YDR139C","F","RUB1 ubiquitin-like protein"
"YKL152C","E","GPM1 phosphoglycerate mutase"
"YEL022W","O","GEA2 GDP/GTP exchange factor for ARF"
"YPL085W","O","SEC16 multidomain vesicle coat protein"
"YJL033W","T","HCA4 can suppress the U14 snoRNA rRNA processing function"
"YMR028W","C","TAP42 component of the Tor signaling pathway"
"YDL204W","U","YDL204w similarity to hypothetical protein YDR233c"
"YLL026W","F","HSP104 heat shock protein"
"YKL095W",NA,NA
"YLR196W","U","PWP1 similarity to human IEF SSP 9502 protein"
"YPL161C","C","BEM4 bud emergence protein"
"YOL054W","U","YOL054w weak similarity to transcription factors"
"YOL070C","U","YOL070c hypothetical protein"
"YBR264C","O","YPT10 similarity to GTP-binding proteins"
"YCR079W","U","YCR079w weak similarity to A.thaliana protein phosphatase 2C"
"YPL140C","R","MKK2 protein kinase of the map kinase kinase (MEK) family"
"YMR094W","D","CTF13 kinetochore protein complex, CBF3, 58 KD subunit"
"YIL113W","F","YIL113w strong similarity to dual-specificity phosphatase MSG5P"
"YAL059W","C","ECM1 involved in cell wall biosynthesis"
"YJL187C","D","SWE1 ser/tyr dual-specifity protein kinase"
"YDL208W","T","NHP2 nucleolar rRNA processing protein"
"YFR011C","U","YFR011c ochre suppressor tyr-tRNA"
"YPR121W","U","THI22 similarity to B.subtilis transcriptional activator tenA"
"YDR166C","O","SEC5 required for exocytosis"
"YLR399C","B","BDF1 sporulation protein"
"YHR016C",NA,NA
"YDR023W","P","SES1 seryl-tRNA synthetase, cytosolic"
"YMR231W","O","PEP5 vacuolar biogenesis protein"
"YDL159W","C","STE7 ser/thr/tyr protein kinase of MAP kinase kinase family"
"YJL115W","B","ASF1 anti-silencing protein"
"YNL023C","U","FAP1 similarity to D.melanogaster shuttle craft protein"
"YKL080W","A","VMA5 H+-ATPase V1 domain 42 KD subunit, vacuolar"
"YHR051W","E","COX6 cytochrome-c oxidase subunit VI"
"YPR189W","R","SKI3 antiviral protein"
"YHR084W","B","STE12 transcriptional activator"
"YCR066W","D","RAD18 DNA repair protein"
"YDL216C","U","RRI1 similarity to Jun activation domain binding protein homologue of A. thaliana"
"YDR365C","U","YDR365c weak similarity to Streptococcus M protein"
"YIR034C","G","LYS1 saccharopine dehydrogenase"
"YPL036W","A","PMA2 H+-transporting P-type ATPase, minor isoform, plasma membrane"
"YOL108C","B","INO4 basic helix-loop-helix transcription factor"
"YNL208W","U","YNL208w weak similarity to Colletotrichum gloeosporioides nitrogen starvation-induced glutamine rich protein"
"YJR055W","R","HIT1 required for growth at high temperature"
"YHL004W","P","MRP4 ribosomal protein of the small subunit, mitochondrial"
"YBL081W","U","YBL081w hypothetical protein"
"YOR264W","U","YOR264w hypothetical protein"
"YIL008W","F","URM1 ubiquitin related modifier"
"YHR057C","F","CYP2 peptidyl-prolyl cis-trans isomerase"
"YGR120C","O","SEC35 required for ER to golgi vesicle docking"
"YLR254C","U","YLR254c weak similarity to PIR:T10472 G-box binding protein 2A Sinapis alba"
"YEL041W","U","YEL041w strong similarity to UTR1P"
"YDR078C","U","YDR078c hypothetical protein"
"YMR032W","D","HOF1 involved in cytokinesis"
"YLR126C",NA,NA
"YDR425W","U","YDR425w similarity to hypothetical protein YDL113c"
"YJL184W","U","YJL184w hypothetical protein"
"YOR164C","U","YOR164c similarity to conserved hypothetical protein S. pombe"
"YGR122W","U","YGR122w hypothetical protein"
"YKL197C","C","PEX1 peroxisomal assembly protein - peroxin"
"YGR178C",NA,NA
"YCL032W","A","STE50 pheromone response pathway protein"
"YEL047C","E","FRDS1 soluble fumarate reductase, cytoplasmic"
"YOR159C","T","SME1 spliceosomal snRNA-associated Sm core protein required for mRNA splicing, also likely associated with telomerase TLC1 RNA"
"YGR239C","O","PEX21 peroxin, essential for peroxisomal targeting by the PTS2 pathway"
"YJR135C","D","MCM22 required for maintenance of chromosomes and minichromosomes"
"YKR088C","U","YKR088c weak similarity to b.subtilis spore germination protein II"
"YMR293C","M","YMR293c similarity to amidases"
"YJL151C","U","SNA3 similarity to hypothetical protein SNA4/YDL123w"
"YLR440C","U","YLR440c hypothetical protein"
"YJR125C",NA,NA
"YDR489W","U","YDR489w weak similarity to hypothetical protein S. pombe"
"YLR277C","T","YSH1 component of pre-mRNA polyadenylation factor PF I"
"YOR221C","M","MCT1 malonyl-CoA:ACP transferase"
"YOR023C","F","AHC1 component of the ADA histone acetyltransferase complex"
"YJR086W","A","STE18 GTP-binding protein gamma subunit of the pheromone pathway"
"YBR248C","G","HIS7 glutamine amidotransferase/cyclase"
"YML014W","U","YML014w strong similarity to S.pombe hypothetical protein, similarity to C.elegans hypothetical protein"
"YJL048C","U","YJL048c similarity to hypothetical protein YBR273c"
"YJL052W","E","TDH1 glyceraldehyde-3-phosphate dehydrogenase 1"
"YPR040W","U","SDF1 similarity to C.elegans C02C2.6 protein"
"YJR009C","E","TDH2 glyceraldehyde-3-phosphate dehydrogenase 2"
"YIL075C","F","RPN2 26S proteasome regulatory subunit"
"YOL143C","M","RIB4 6,7-dimethyl-8-ribityllumazine synthase"
"YPL105C",NA,NA
"YDR271C","U","YDR271c questionable ORF"
"YGL048C","F","RPT6 26S proteasome regulatory subunit"
"YMR159C","F","APG16 coiled-coil protein required for autophagy"
"YCL055W","B","KAR4 regulatory protein required for pheromone induction of karyogamy genes"
"YPL002C","M","SNF8 involved in glucose derepression"
